N_1._tr|B4IC01|B4IC01_DROSE	GO:0003723	GO:0003723
N_2124._tr|B4I1A3|B4I1A3_DROSE	GO:0047429	GO:0009143
N_2125._tr|B4HVB2|B4HVB2_DROSE	GO:0016021
N_2126._tr|B4HHH3|B4HHH3_DROSE	
N_2127._tr|B4I931|B4I931_DROSE	GO:0003723	GO:0003723	GO:0006367	GO:0005672
N_2128._tr|B4IKZ0|B4IKZ0_DROSE	GO:0005515	GO:0005515
N_2129._tr|B4IDK0|B4IDK0_DROSE	
N_2130._tr|B4HPT8|B4HPT8_DROSE	GO:0005509	GO:0005509	GO:0005509
N_2131._tr|B4IEL3|B4IEL3_DROSE	
N_2132._tr|B4HRE0|B4HRE0_DROSE	
N_2133._tr|B4ICI0|B4ICI0_DROSE	GO:0007219	GO:0007423
N_2134._tr|B4HEZ2|B4HEZ2_DROSE	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_2135._tr|B4I0T7|B4I0T7_DROSE	
N_2136._tr|B4I9L4|B4I9L4_DROSE	GO:0005515	GO:0016779	GO:0009058
N_2137._tr|B4IM81|B4IM81_DROSE	
N_2138._tr|B4IAD9|B4IAD9_DROSE	
N_2139._tr|B4IB84|B4IB84_DROSE	GO:0003677
N_2140._tr|B4IDW8|B4IDW8_DROSE	
N_2141._tr|B4HPP8|B4HPP8_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_2142._tr|B4IHH4|B4IHH4_DROSE	GO:0019887	GO:0005956
N_2143._tr|B4IPU7|B4IPU7_DROSE	GO:0005515	GO:0005515	GO:0005515
N_2144._tr|B4HFV3|B4HFV3_DROSE	GO:0016747
N_2145._tr|B4HP69|B4HP69_DROSE	GO:0016020
N_2146._tr|B4HKZ2|B4HKZ2_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_2147._tr|B4HGE3|B4HGE3_DROSE	GO:0003723	GO:0008168	GO:0006364
N_2148._tr|B4IE16|B4IE16_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2149._sp|B4I5P7|HOOK_DROSE	GO:0008017	GO:0031122	GO:0030705
N_2150._tr|B4I477|B4I477_DROSE	GO:0042393	GO:0006974	GO:0010835
N_2151._tr|B4HZ16|B4HZ16_DROSE	
N_2152._tr|B4I0Y7|B4I0Y7_DROSE	
N_2153._sp|B4IJG7|MOC2B_DROSE	GO:0006777
N_2154._tr|B4HSA2|B4HSA2_DROSE	GO:0007017	GO:0005869
N_2155._tr|B4HMJ7|B4HMJ7_DROSE	
N_2156._tr|B4I7G2|B4I7G2_DROSE	GO:0003677
N_2157._tr|B4I9R8|B4I9R8_DROSE	GO:0003854	GO:0016616	GO:0006694
N_2158._tr|B4I7J3|B4I7J3_DROSE	GO:0046872
N_2159._tr|B4I6C9|B4I6C9_DROSE	GO:0008270	GO:0005634
N_2160._sp|B4HEQ8|RRF2M_DROSE	GO:0005525	GO:0003924	GO:0005525
N_2161._tr|B4HNB0|B4HNB0_DROSE	
N_2162._tr|B4HLG9|B4HLG9_DROSE	GO:0004383	GO:0006182	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0009190	GO:0035556
N_2163._tr|B4IGC4|B4IGC4_DROSE	GO:0010756	GO:0005887
N_2164._tr|B4ID73|B4ID73_DROSE	GO:0016763	GO:0006400
N_2165._tr|B4I875|B4I875_DROSE	
N_2166._tr|B4IGU1|B4IGU1_DROSE	GO:0003824
N_2167._tr|B4I810|B4I810_DROSE	GO:0003723	GO:0009982	GO:0001522	GO:0009451
N_2168._tr|B4HSA6|B4HSA6_DROSE	GO:0006355	GO:0005634	GO:0043189
N_2169._tr|B4IAW9|B4IAW9_DROSE	GO:0016491
N_2170._tr|B4HT63|B4HT63_DROSE	
N_2171._tr|B4HMW4|B4HMW4_DROSE	GO:0003735	GO:0006412	GO:0005840
N_2172._tr|O61447|O61447_DROSE	GO:0003700	GO:0006355
N_2173._tr|B4I6M5|B4I6M5_DROSE	
N_2174._tr|B4IAK8|B4IAK8_DROSE	
N_2175._tr|B4I572|B4I572_DROSE	GO:0003723	GO:0003723
N_2176._tr|B4IB22|B4IB22_DROSE	
N_2177._tr|B4HNY0|B4HNY0_DROSE	GO:0005515
N_2178._tr|B4I6V3|B4I6V3_DROSE	GO:0016021
N_2179._tr|B4HKW3|B4HKW3_DROSE	GO:0005615	GO:0019239
N_2180._tr|B4IIT3|B4IIT3_DROSE	
N_2181._tr|B4HP96|B4HP96_DROSE	GO:0016787
N_2182._tr|B4HKA4|B4HKA4_DROSE	GO:0003723	GO:0006396
N_2183._tr|B4I782|B4I782_DROSE	
N_2184._tr|B4IB40|B4IB40_DROSE	GO:0005085	GO:0007264
N_2185._tr|B4IHR6|B4IHR6_DROSE	
N_2186._tr|B4IE05|B4IE05_DROSE	GO:0043087
N_2187._tr|B4IKJ0|B4IKJ0_DROSE	
N_2188._tr|B4HXL2|B4HXL2_DROSE	GO:0000287	GO:0008193	GO:0006400
N_2189._tr|B4ICA1|B4ICA1_DROSE	GO:0005525
N_2190._tr|B4I8R1|B4I8R1_DROSE	GO:0006355	GO:0004114	GO:0007165
N_2191._tr|B4HXJ8|B4HXJ8_DROSE	GO:0004252	GO:0006508
N_2192._tr|B4HGL7|B4HGL7_DROSE	GO:0005524	GO:0016301	GO:0005524	GO:0016301	GO:0004140	GO:0005524	GO:0015937
N_2193._tr|B4HMQ6|B4HMQ6_DROSE	
N_2194._tr|B4HPC1|B4HPC1_DROSE	GO:0016787
N_2195._tr|B4IE73|B4IE73_DROSE	GO:0004252	GO:0016021
N_2196._tr|B4HMZ6|B4HMZ6_DROSE	
N_2197._tr|B4HQN6|B4HQN6_DROSE	
N_2198._tr|B4HIY2|B4HIY2_DROSE	
N_2199._tr|B4IES9|B4IES9_DROSE	
N_2200._tr|B4I6Y3|B4I6Y3_DROSE	GO:0051287
N_2201._tr|B4HHW4|B4HHW4_DROSE	GO:0005515
N_2202._tr|B4HMB6|B4HMB6_DROSE	
N_2203._tr|B4HUM7|B4HUM7_DROSE	GO:0004252	GO:0006508
N_2204._tr|B4I049|B4I049_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005216	GO:0006811	GO:0055085	GO:0016020	GO:0005515	GO:0005515
N_2205._tr|B4IGG8|B4IGG8_DROSE	
N_2206._tr|B4HYS5|B4HYS5_DROSE	GO:0016021
N_2207._tr|B4HSM0|B4HSM0_DROSE	GO:0016868	GO:0005975	GO:0005975	GO:0016868	GO:0005975
N_2208._tr|B4I967|B4I967_DROSE	GO:0005484	GO:0006890
N_2209._tr|B4HHW6|B4HHW6_DROSE	GO:0006123	GO:0005743	GO:0005751
N_2210._tr|B4HN99|B4HN99_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020	GO:0005515
N_2211._tr|B4HI97|B4HI97_DROSE	GO:0022857	GO:0055085	GO:0016020
N_2212._tr|B4ICS4|B4ICS4_DROSE	GO:0003723
N_2213._tr|B4HS28|B4HS28_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_2214._tr|B4HVV4|B4HVV4_DROSE	
N_2215._tr|B4HZK5|B4HZK5_DROSE	
N_2216._tr|B4INW0|B4INW0_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2217._tr|B4IF72|B4IF72_DROSE	GO:0045892	GO:0005634
N_2218._tr|B4HVN1|B4HVN1_DROSE	GO:0003677
N_2219._tr|B4HWL4|B4HWL4_DROSE	
N_2220._tr|B4HMV8|B4HMV8_DROSE	GO:0005516	GO:0030507	GO:0031175	GO:0008017	GO:0005515
N_2221._tr|B4HKB5|B4HKB5_DROSE	
N_2222._tr|B4IGZ1|B4IGZ1_DROSE	GO:0005525
N_2223._tr|B4HVZ3|B4HVZ3_DROSE	GO:0016746	GO:0006506	GO:0016021
N_2224._tr|B4HZL0|B4HZL0_DROSE	
N_2225._tr|B4HN29|B4HN29_DROSE	
N_2226._tr|B4HVP4|B4HVP4_DROSE	
N_2227._tr|B4ICK1|B4ICK1_DROSE	GO:0016614
N_2228._tr|B4I5B6|B4I5B6_DROSE	
N_2229._tr|B4IM96|B4IM96_DROSE	GO:0003677	GO:0006334	GO:0000786	GO:0003677
N_2230._tr|B4HGD9|B4HGD9_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_2231._tr|B4I2D0|B4I2D0_DROSE	
N_2232._tr|B4IJK2|B4IJK2_DROSE	
N_2233._tr|B4IKQ9|B4IKQ9_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004683	GO:0005516	GO:0006468	GO:0004672	GO:0006468
N_2234._tr|B4IMN3|B4IMN3_DROSE	GO:0006508
N_2235._tr|B4HLV1|B4HLV1_DROSE	GO:0070006	GO:0006508	GO:0070006	GO:0006508
N_2236._tr|B4HZU5|B4HZU5_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2237._tr|B4HJX2|B4HJX2_DROSE	GO:0008270	GO:0005634
N_2238._tr|B4HZU1|B4HZU1_DROSE	GO:0004656	GO:0005783
N_2239._tr|B4IKF8|B4IKF8_DROSE	GO:0004064	GO:0005509	GO:0005515
N_2240._tr|B4I9V6|B4I9V6_DROSE	GO:0003700	GO:0006355	GO:0003700	GO:0006355
N_2241._tr|B4IDK1|B4IDK1_DROSE	GO:0006383
N_2242._tr|B4HMI2|B4HMI2_DROSE	
N_2243._tr|B4I2C5|B4I2C5_DROSE	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_2244._tr|B4HF98|B4HF98_DROSE	
N_2245._tr|B4HPB2|B4HPB2_DROSE	
N_2246._tr|B4HKE7|B4HKE7_DROSE	GO:0003735	GO:0006412	GO:0005840
N_2247._tr|B4HLD3|B4HLD3_DROSE	GO:0042407	GO:0061617
N_2248._tr|B4HHY8|B4HHY8_DROSE	
N_2249._tr|B4HN73|B4HN73_DROSE	GO:0015116	GO:0008272	GO:0016021
N_2250._tr|B4I8B6|B4I8B6_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_2251._tr|B4HXA0|B4HXA0_DROSE	GO:0005085	GO:0005085	GO:0007264
N_2252._tr|B4IBD9|B4IBD9_DROSE	GO:0000045	GO:0005737
N_2253._tr|B4HWV9|B4HWV9_DROSE	
N_2254._tr|B4I769|B4I769_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2255._tr|B4HGY8|B4HGY8_DROSE	GO:0016491
N_2256._tr|B4IFY8|B4IFY8_DROSE	GO:0005515
N_2257._tr|B4HNI6|B4HNI6_DROSE	GO:0003677
N_2258._tr|B4IQD3|B4IQD3_DROSE	GO:0003677	GO:0006334	GO:0000786
N_2259._tr|B4IJM3|B4IJM3_DROSE	
N_2260._tr|B4HM44|B4HM44_DROSE	GO:0003676	GO:0008270	GO:0006351
N_2261._tr|B4HUL2|B4HUL2_DROSE	GO:0016021
N_2262._tr|B4HLY5|B4HLY5_DROSE	GO:0004252	GO:0006508
N_2263._tr|B4HEQ0|B4HEQ0_DROSE	GO:0008168
N_2264._tr|B4HTF5|B4HTF5_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_2265._tr|B4I519|B4I519_DROSE	
N_2266._tr|B4IJJ2|B4IJJ2_DROSE	GO:0005515
N_2267._tr|B4I6H0|B4I6H0_DROSE	GO:0004198	GO:0006508
N_2268._tr|B4HNB1|B4HNB1_DROSE	
N_2269._tr|B4HW98|B4HW98_DROSE	
N_2270._tr|B4HSE7|B4HSE7_DROSE	
N_2271._tr|B4HMI1|B4HMI1_DROSE	GO:0003824	GO:0043169	GO:0005975	GO:0005975
N_2272._tr|B4IJM6|B4IJM6_DROSE	GO:0003677
N_2273._tr|B4IJK4|B4IJK4_DROSE	
N_2274._tr|B4IDB5|B4IDB5_DROSE	GO:0003723
N_2275._tr|B4I5Y2|B4I5Y2_DROSE	
N_2276._tr|B4IJ80|B4IJ80_DROSE	GO:0016614	GO:0050660	GO:0016614
N_2277._tr|B4IAH1|B4IAH1_DROSE	GO:0005515
N_2278._tr|B4HL00|B4HL00_DROSE	
N_2279._tr|B4HMT7|B4HMT7_DROSE	GO:0016491
N_2280._tr|B4HIF9|B4HIF9_DROSE	
N_2281._tr|B4I937|B4I937_DROSE	
N_2282._tr|B4IB91|B4IB91_DROSE	
N_2283._tr|B4HFX7|B4HFX7_DROSE	
N_2284._tr|B4I332|B4I332_DROSE	GO:0051260	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_2285._tr|B4I8V6|B4I8V6_DROSE	GO:0008047	GO:0000290	GO:0043085
N_2286._tr|B4IG20|B4IG20_DROSE	GO:0008146	GO:0016021
N_2287._tr|B4I1C4|B4I1C4_DROSE	
N_2288._tr|B4HHL9|B4HHL9_DROSE	
N_2289._tr|B4IQ22|B4IQ22_DROSE	GO:0003677	GO:0006352	GO:0005669
N_2290._tr|B4HIH6|B4HIH6_DROSE	
N_2291._tr|B4HY72|B4HY72_DROSE	GO:0005549
N_2292._tr|B4HVP6|B4HVP6_DROSE	GO:0003779	GO:0016043
N_2293._tr|B4HHC5|B4HHC5_DROSE	
N_2294._tr|B4HJ41|B4HJ41_DROSE	
N_2295._tr|B4IDF9|B4IDF9_DROSE	
N_2296._tr|B4IC56|B4IC56_DROSE	GO:0007219	GO:0007275	GO:0016021	GO:0005509	GO:0007154	GO:0016020
N_2297._tr|B4IKM5|B4IKM5_DROSE	
N_2298._tr|B4HNA2|B4HNA2_DROSE	GO:0016787
N_2299._tr|B4HT10|B4HT10_DROSE	GO:0005515
N_2300._tr|B4HKQ8|B4HKQ8_DROSE	GO:0035091	GO:0043130	GO:0035091	GO:0043130
N_2301._tr|B4HKN9|B4HKN9_DROSE	
N_2302._tr|B4HS20|B4HS20_DROSE	
N_2303._tr|B4I2W4|B4I2W4_DROSE	GO:0008081	GO:0006281	GO:0005634
N_2304._tr|B4HR67|B4HR67_DROSE	GO:0008374
N_2305._tr|B8X397|B8X397_DROSE	
N_2306._tr|B4I1F9|B4I1F9_DROSE	GO:0003700	GO:0045893
N_2307._tr|B4HF72|B4HF72_DROSE	GO:0046855
N_2308._tr|B4HX49|B4HX49_DROSE	
N_2309._tr|B4I687|B4I687_DROSE	
N_2310._tr|B4HMQ4|B4HMQ4_DROSE	GO:0005515	GO:0005198	GO:0006886	GO:0016192	GO:0030117
N_2311._tr|B4IHY9|B4IHY9_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_2312._tr|B4HQP8|B4HQP8_DROSE	GO:0016021
N_2313._tr|B4HV03|B4HV03_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_2314._tr|B4ILG3|B4ILG3_DROSE	GO:0008270
N_2315._tr|Q333Q8|Q333Q8_DROSE	GO:0008417	GO:0006486	GO:0016020
N_2316._tr|B4HRJ7|B4HRJ7_DROSE	GO:0005643	GO:0046907
N_2317._tr|B4I7G0|B4I7G0_DROSE	GO:0003677
N_2318._tr|B4HWC9|B4HWC9_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2319._tr|B4I9G5|B4I9G5_DROSE	GO:0003677	GO:0005515
N_2320._sp|B4I2S0|RS21_DROSE	GO:0003735	GO:0006412	GO:0005840
N_2321._tr|B4HEZ5|B4HEZ5_DROSE	GO:0005509
N_2322._tr|B4HHZ8|B4HHZ8_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2323._tr|B4ICT5|B4ICT5_DROSE	
N_2324._tr|B4HN74|B4HN74_DROSE	GO:0016491	GO:0016491
N_2325._tr|B4I6Q0|B4I6Q0_DROSE	GO:0004930	GO:0007186	GO:0016021
N_2326._tr|B4I509|B4I509_DROSE	
N_2327._tr|B4HDV7|B4HDV7_DROSE	GO:0003700	GO:0006355	GO:0003700	GO:0006355	GO:0006606
N_2328._tr|B4IM88|B4IM88_DROSE	
N_2329._tr|B4HVF2|B4HVF2_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_2330._tr|B4IAR3|B4IAR3_DROSE	GO:0005272	GO:0006814	GO:0016020
N_2331._tr|B4HW59|B4HW59_DROSE	GO:0009190	GO:0035556
N_2332._tr|B4HJI0|B4HJI0_DROSE	GO:0016779	GO:0016779
N_2333._tr|B4I925|B4I925_DROSE	GO:0005524	GO:0005524	GO:0016301	GO:0005524	GO:0140359	GO:0055085	GO:0016021
N_2334._tr|B4IEB8|B4IEB8_DROSE	GO:0090482	GO:0051180	GO:0016021	GO:0022857	GO:0055085
N_2335._tr|B4HGX5|B4HGX5_DROSE	GO:0006629
N_2336._tr|B4I9V3|B4I9V3_DROSE	GO:0005085	GO:0005515
N_2337._tr|B4HSE2|B4HSE2_DROSE	
N_2338._tr|B4HJL8|B4HJL8_DROSE	
N_2339._tr|B4HEC3|B4HEC3_DROSE	GO:0009968	GO:0005737
N_2340._tr|B4IED9|B4IED9_DROSE	GO:0005515
N_2341._tr|B4HQB4|B4HQB4_DROSE	
N_2342._tr|B4HY32|B4HY32_DROSE	GO:0008194	GO:0016758
N_2343._tr|B4IDE7|B4IDE7_DROSE	
N_2344._tr|B4HR11|B4HR11_DROSE	
N_2345._tr|B4I8S0|B4I8S0_DROSE	GO:0005515
N_2346._tr|B4IM02|B4IM02_DROSE	GO:0003677	GO:0006334	GO:0000786
N_2347._tr|B4HS81|B4HS81_DROSE	GO:0055085	GO:0016021
N_2348._tr|B4I884|B4I884_DROSE	
N_2349._tr|B4HDU5|B4HDU5_DROSE	
N_2350._tr|B4I9P9|B4I9P9_DROSE	
N_2351._tr|B4I4Z9|B4I4Z9_DROSE	
N_2352._tr|B4HM21|B4HM21_DROSE	
N_2353._tr|B4HGD5|B4HGD5_DROSE	
N_2354._tr|B4HPG5|B4HPG5_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_2355._tr|B4II00|B4II00_DROSE	GO:0016747	GO:0016021	GO:0016021
N_2356._tr|B4I8M3|B4I8M3_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_2357._tr|B4I066|B4I066_DROSE	GO:0006367	GO:0005672
N_2358._tr|B4I4R8|B4I4R8_DROSE	
N_2359._tr|B4I3N2|B4I3N2_DROSE	GO:0061630	GO:0016567	GO:0016021
N_2360._tr|B4IE84|B4IE84_DROSE	GO:0003723
N_2361._tr|B4HH38|B4HH38_DROSE	
N_2362._tr|B4HH85|B4HH85_DROSE	GO:0030414
N_2363._tr|B4IC12|B4IC12_DROSE	GO:0050909	GO:0016021
N_2364._tr|B4I420|B4I420_DROSE	
N_2365._tr|B4HHY0|B4HHY0_DROSE	GO:0030975	GO:0009229	GO:0004788	GO:0005524	GO:0009229
N_2366._tr|B4HYH0|B4HYH0_DROSE	GO:0035091
N_2367._tr|B4IFN1|B4IFN1_DROSE	
N_2368._tr|B4HDX6|B4HDX6_DROSE	GO:0031267	GO:0031267	GO:0030833
N_2369._tr|B4ICW6|B4ICW6_DROSE	GO:0005515	GO:0005515
N_2370._tr|B4HI47|B4HI47_DROSE	
N_2371._tr|B4HGK3|B4HGK3_DROSE	
N_2372._tr|B4IFZ7|B4IFZ7_DROSE	
N_2373._tr|B4I3L2|B4I3L2_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_2374._tr|B4HXL8|B4HXL8_DROSE	GO:0000978	GO:0006357	GO:0003677	GO:0006355	GO:0003677	GO:0003700	GO:0006355	GO:0005634
N_2375._tr|B4HPN8|B4HPN8_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2376._tr|B4HJ70|B4HJ70_DROSE	
N_2377._tr|B4INF4|B4INF4_DROSE	
N_2378._tr|B4I4Q0|B4I4Q0_DROSE	
N_2379._tr|B4HGG7|B4HGG7_DROSE	GO:0003723	GO:0003723
N_2380._tr|B4I1E3|B4I1E3_DROSE	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_2381._tr|B4HUU9|B4HUU9_DROSE	GO:0006886	GO:0016192
N_2382._tr|B4INW1|B4INW1_DROSE	GO:0004930	GO:0004930	GO:0007186	GO:0016021
N_2383._tr|B4IAG6|B4IAG6_DROSE	
N_2384._tr|B4HZK7|B4HZK7_DROSE	
N_2385._tr|B4II53|B4II53_DROSE	GO:0051260
N_2386._tr|B4HZ90|B4HZ90_DROSE	GO:0003723
N_2387._tr|B4I835|B4I835_DROSE	GO:0031110
N_2388._tr|B4I9Z5|B4I9Z5_DROSE	
N_2389._tr|B4HGI8|B4HGI8_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2390._tr|B4I546|B4I546_DROSE	
N_2391._tr|B4IF68|B4IF68_DROSE	GO:0004252	GO:0006508	GO:0008236	GO:0006508
N_2392._tr|B4IDI1|B4IDI1_DROSE	GO:0004842
N_2393._tr|B4IBU4|B4IBU4_DROSE	GO:0005509	GO:0007156	GO:0016020
N_2394._tr|B4HYD6|B4HYD6_DROSE	GO:0005515
N_2395._tr|B4I4A0|B4I4A0_DROSE	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_2396._tr|B4IIZ3|B4IIZ3_DROSE	GO:0005515
N_2397._tr|B4HHQ3|B4HHQ3_DROSE	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_2398._tr|B4IGH4|B4IGH4_DROSE	
N_2399._tr|B4HK79|B4HK79_DROSE	GO:0016409
N_2400._tr|B4I0C5|B4I0C5_DROSE	
N_2401._tr|B4II33|B4II33_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0050909	GO:0016021	GO:0008528
N_2402._tr|B4HI12|B4HI12_DROSE	GO:0005524	GO:0005524	GO:0140359	GO:0055085	GO:0016021
N_2403._tr|B4I4E1|B4I4E1_DROSE	
N_2404._tr|B4HFW3|B4HFW3_DROSE	GO:0004252	GO:0006508
N_2405._tr|B4I015|B4I015_DROSE	GO:0005272	GO:0006814	GO:0016020
N_2406._tr|B4I9L6|B4I9L6_DROSE	GO:0005525
N_2407._tr|B4I4X8|B4I4X8_DROSE	
N_2408._tr|B4IL93|B4IL93_DROSE	GO:0004386	GO:0003677	GO:0005524	GO:0016787	GO:0003723	GO:0003724	GO:0005524	GO:0008270	GO:0000184	GO:0005737
N_2409._tr|B4I4E3|B4I4E3_DROSE	
N_2410._tr|B4HKL6|B4HKL6_DROSE	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_2411._tr|B4HRR0|B4HRR0_DROSE	
N_2412._tr|B4IEK4|B4IEK4_DROSE	
N_2413._tr|B4IE38|B4IE38_DROSE	
N_2414._tr|B4INU5|B4INU5_DROSE	GO:0003677	GO:0071821
N_2415._tr|B4IFB2|B4IFB2_DROSE	
N_2416._tr|B4I6E6|B4I6E6_DROSE	GO:0003924	GO:0005525	GO:0005524	GO:0140664	GO:0005525	GO:0005524	GO:0016887
N_2417._tr|B4IFM0|B4IFM0_DROSE	GO:0003922	GO:0005524	GO:0006164	GO:0006177	GO:0016787
N_2418._tr|B4HNE5|B4HNE5_DROSE	
N_2419._tr|B4IL80|B4IL80_DROSE	GO:0019829	GO:0140358	GO:0006812	GO:0016021
N_2420._tr|B4I3G2|B4I3G2_DROSE	GO:0003677
N_2421._tr|B4HHK5|B4HHK5_DROSE	
N_2422._tr|B4HER0|B4HER0_DROSE	GO:0032979	GO:0005743
N_2423._tr|B4HK68|B4HK68_DROSE	GO:0016491
N_2424._tr|B4HUT4|B4HUT4_DROSE	GO:0016491	GO:0016616
N_2425._tr|B4I5S4|B4I5S4_DROSE	GO:0005515	GO:0008270
N_2426._tr|B4IIN4|B4IIN4_DROSE	GO:0006506	GO:0005789
N_2427._tr|B4HFG9|B4HFG9_DROSE	GO:0008061	GO:0005576
N_2428._tr|B4ICT1|B4ICT1_DROSE	GO:0003723
N_2429._tr|B4IH02|B4IH02_DROSE	
N_2430._tr|B4IBW8|B4IBW8_DROSE	GO:0008061	GO:0005576
N_2431._tr|B4HMQ2|B4HMQ2_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_2432._tr|B4IHR3|B4IHR3_DROSE	GO:0016627	GO:0016627	GO:0016627	GO:0050660
N_2433._tr|B4HG41|B4HG41_DROSE	GO:0003677	GO:0006355	GO:0003677
N_2434._tr|B4I8U4|B4I8U4_DROSE	GO:0008083
N_2435._tr|B4HHT6|B4HHT6_DROSE	GO:0003723	GO:0006397	GO:0005634	GO:0005737
N_2436._tr|B4ID21|B4ID21_DROSE	
N_2437._tr|B4I738|B4I738_DROSE	
N_2438._tr|B4HKZ0|B4HKZ0_DROSE	GO:0003824
N_2439._tr|B4HUS6|B4HUS6_DROSE	GO:0005515	GO:0006886	GO:0016192	GO:0030117	GO:0005515	GO:0031267	GO:0006886
N_2440._tr|B4HF60|B4HF60_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_2441._tr|B4HP25|B4HP25_DROSE	
N_2442._tr|B4HS56|B4HS56_DROSE	GO:0008061	GO:0005576
N_2443._tr|B4I6R7|B4I6R7_DROSE	GO:0005198	GO:0006886	GO:0016192	GO:0030126	GO:0005515	GO:0006886	GO:0016192	GO:0030117
N_2444._tr|B4IJJ1|B4IJJ1_DROSE	GO:0003735	GO:0006412	GO:0005840
N_2445._tr|B4HU24|B4HU24_DROSE	
N_2446._tr|B4I817|B4I817_DROSE	GO:0008234	GO:0006508
N_2447._tr|B4IM40|B4IM40_DROSE	GO:0055085	GO:0016021
N_2448._tr|B4HPA0|B4HPA0_DROSE	GO:0016787
N_2449._tr|B4II63|B4II63_DROSE	GO:0003735	GO:0006412	GO:0005840
N_2450._tr|B4HL43|B4HL43_DROSE	GO:0003723	GO:0003723
N_2451._tr|B4HQ82|B4HQ82_DROSE	GO:0008234	GO:0006508
N_2452._tr|B4HWW5|B4HWW5_DROSE	GO:0055085	GO:0005741
N_2453._tr|B4I4G6|B4I4G6_DROSE	
N_2454._tr|B4HMP9|B4HMP9_DROSE	GO:0005515
N_2455._tr|B4IPG9|B4IPG9_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_2456._tr|B4HT22|B4HT22_DROSE	
N_2457._tr|B4HE08|B4HE08_DROSE	GO:0005515	GO:0005515	GO:0005515
N_2458._tr|B4IF48|B4IF48_DROSE	GO:0005509
N_2459._tr|B4HE35|B4HE35_DROSE	GO:0006364
N_2460._tr|B4IJY0|B4IJY0_DROSE	
N_2461._tr|B4HFJ6|B4HFJ6_DROSE	GO:0004930	GO:0007186	GO:0016021
N_2462._tr|B4IG66|B4IG66_DROSE	
N_2463._tr|B4HWG8|B4HWG8_DROSE	
N_2464._tr|B4HZC9|B4HZC9_DROSE	GO:0005549
N_2465._tr|B4IGV4|B4IGV4_DROSE	GO:0005515
N_2466._tr|B4HTC0|B4HTC0_DROSE	
N_2467._tr|B4I0J0|B4I0J0_DROSE	
N_2468._tr|B4HI27|B4HI27_DROSE	GO:0002161	GO:0051499	GO:0005737
N_2469._tr|B4IM84|B4IM84_DROSE	GO:0004725	GO:0006470
N_2470._tr|B4IC04|B4IC04_DROSE	
N_2471._tr|B4HKI4|B4HKI4_DROSE	GO:0004488	GO:0004488
N_2472._tr|B4HWU6|B4HWU6_DROSE	
N_2473._tr|B4HXY6|B4HXY6_DROSE	
