N_1._tr|B4JFW9|B4JFW9_DROGR	GO:0005509
N_1977._tr|B4J1X9|B4J1X9_DROGR	
N_1978._tr|B4JZA8|B4JZA8_DROGR	GO:0006368	GO:0016570	GO:0016593
N_1979._tr|B4IYB4|B4IYB4_DROGR	
N_1980._tr|B4IY67|B4IY67_DROGR	GO:0008270	GO:0005634
N_1981._tr|B4J3F5|B4J3F5_DROGR	
N_1982._tr|B4JPL2|B4JPL2_DROGR	
N_1983._tr|B4J114|B4J114_DROGR	GO:0005085
N_1984._tr|B4JWX9|B4JWX9_DROGR	
N_1985._tr|B4JPL9|B4JPL9_DROGR	GO:0004970	GO:0016020	GO:0015276	GO:0016020
N_1986._tr|B4J491|B4J491_DROGR	
N_1987._tr|B4JGW8|B4JGW8_DROGR	
N_1988._tr|B4J3I0|B4J3I0_DROGR	
N_1989._tr|B4JE88|B4JE88_DROGR	GO:0006629
N_1990._tr|B4JIV3|B4JIV3_DROGR	GO:0004252	GO:0006508
N_1991._tr|B4JMB7|B4JMB7_DROGR	GO:0003684	GO:0000012	GO:0005634
N_1992._tr|B4IXC1|B4IXC1_DROGR	GO:0003723
N_1993._tr|B4K338|B4K338_DROGR	
N_1994._tr|B4JC32|B4JC32_DROGR	GO:0005515	GO:0005515
N_1995._tr|B4J3M5|B4J3M5_DROGR	
N_1996._tr|B4J6Y5|B4J6Y5_DROGR	GO:0018580	GO:0016491	GO:0015930	GO:0016638	GO:0006537	GO:0003824
N_1997._tr|B4J9S5|B4J9S5_DROGR	GO:0005515	GO:0005886	GO:0016021	GO:0005515
N_1998._tr|B4JK14|B4JK14_DROGR	GO:0016746
N_1999._tr|B4JCQ3|B4JCQ3_DROGR	GO:0003723	GO:0004809	GO:0008033
N_2000._tr|B4JT02|B4JT02_DROGR	GO:0005515	GO:0005737	GO:0007165
N_2001._tr|B4J352|B4J352_DROGR	GO:0003677	GO:0005515
N_2002._tr|B4K2W5|B4K2W5_DROGR	GO:0004672	GO:0006468
N_2003._tr|B4JFW2|B4JFW2_DROGR	GO:0016746
N_2004._tr|B4JUE9|B4JUE9_DROGR	GO:0003677
N_2005._tr|B4JDW4|B4JDW4_DROGR	
N_2006._tr|B4JGG5|B4JGG5_DROGR	
N_2007._tr|B4JB99|B4JB99_DROGR	GO:0009190	GO:0035556
N_2008._tr|B4JJ33|B4JJ33_DROGR	GO:0004930	GO:0007186	GO:0016021
N_2009._tr|B4J3L9|B4J3L9_DROGR	GO:0009966	GO:0046658	GO:0062023
N_2010._tr|B4JU34|B4JU34_DROGR	GO:0003677	GO:0006260
N_2011._tr|B4JT37|B4JT37_DROGR	GO:0005509	GO:0005515
N_2012._tr|B4JQ20|B4JQ20_DROGR	GO:0005524	GO:0016491
N_2013._tr|B4JBJ9|B4JBJ9_DROGR	GO:0008194	GO:0016758
N_2014._tr|B4JNL8|B4JNL8_DROGR	
N_2015._tr|B4JEX7|B4JEX7_DROGR	GO:0022857	GO:0055085
N_2016._tr|B4JE57|B4JE57_DROGR	GO:0016020
N_2017._sp|B4JMQ2|NO66_DROGR	
N_2018._tr|B4JC01|B4JC01_DROGR	GO:0008270
N_2019._tr|B4J2E8|B4J2E8_DROGR	
N_2020._tr|B4JY71|B4JY71_DROGR	GO:0007165	GO:0005515	GO:0007165	GO:0005515
N_2021._tr|B4JYM6|B4JYM6_DROGR	
N_2022._tr|B4J395|B4J395_DROGR	
N_2023._tr|B4JKX5|B4JKX5_DROGR	GO:0005515
N_2024._tr|B4JAJ6|B4JAJ6_DROGR	GO:0016021
N_2025._tr|B4JSX7|B4JSX7_DROGR	GO:0046873	GO:0030001	GO:0016020
N_2026._tr|B4JNW2|B4JNW2_DROGR	
N_2027._tr|B4JZZ8|B4JZZ8_DROGR	
N_2028._tr|B4J0I5|B4J0I5_DROGR	GO:0016757	GO:0016020
N_2029._tr|B4JC74|B4JC74_DROGR	GO:0003700	GO:0008270	GO:0043565	GO:0006355
N_2030._tr|B4J903|B4J903_DROGR	GO:0003677
N_2031._tr|B4JAB9|B4JAB9_DROGR	
N_2032._tr|B4JY70|B4JY70_DROGR	
N_2033._tr|B4JS90|B4JS90_DROGR	GO:0015116	GO:0008272	GO:0016021
N_2034._tr|B4K2D8|B4K2D8_DROGR	GO:0016020
N_2035._tr|B4JLC7|B4JLC7_DROGR	
N_2036._tr|B4JB80|B4JB80_DROGR	
N_2037._tr|B4JRL3|B4JRL3_DROGR	GO:0003735	GO:0006412	GO:0005840
N_2038._tr|B4J583|B4J583_DROGR	GO:0000381	GO:0080009	GO:0005634
N_2039._tr|B4J3H0|B4J3H0_DROGR	GO:0003723
N_2040._tr|B4JM70|B4JM70_DROGR	
N_2041._tr|B4JKN0|B4JKN0_DROGR	
N_2042._tr|B4JF59|B4JF59_DROGR	
N_2043._tr|B4JWZ8|B4JWZ8_DROGR	
N_2044._tr|B4JPI6|B4JPI6_DROGR	
N_2045._tr|B4JHE7|B4JHE7_DROGR	GO:0005515	GO:0005515	GO:0005515
N_2046._tr|B4IZ32|B4IZ32_DROGR	GO:0006886	GO:0005741
N_2047._tr|B4J9S1|B4J9S1_DROGR	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_2048._tr|B4J3E1|B4J3E1_DROGR	GO:0005515
N_2049._tr|B4JDS6|B4JDS6_DROGR	GO:0004930	GO:0007186	GO:0016021
N_2050._tr|B4J897|B4J897_DROGR	
N_2051._tr|B4JT55|B4JT55_DROGR	
N_2052._tr|B4JTX7|B4JTX7_DROGR	
N_2053._tr|B4JIJ3|B4JIJ3_DROGR	
N_2054._tr|B4JXD2|B4JXD2_DROGR	GO:0005549
N_2055._tr|B4JYV1|B4JYV1_DROGR	GO:0005525
N_2056._tr|B4IZ86|B4IZ86_DROGR	
N_2057._tr|B4JA96|B4JA96_DROGR	GO:0005515
N_2058._tr|B4JYI5|B4JYI5_DROGR	
N_2059._tr|B4JKH2|B4JKH2_DROGR	GO:0003924	GO:0005525	GO:0005525
N_2060._tr|B4JC70|B4JC70_DROGR	GO:0008061	GO:0005576
N_2061._tr|B4JMD0|B4JMD0_DROGR	
N_2062._tr|B4J6L0|B4J6L0_DROGR	
N_2063._tr|B4JBC3|B4JBC3_DROGR	GO:0003735
N_2064._tr|B4IYP0|B4IYP0_DROGR	GO:0043531	GO:0005524	GO:0016301
N_2065._tr|B4J225|B4J225_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_2066._tr|B4JFY1|B4JFY1_DROGR	
N_2067._tr|B4K1A0|B4K1A0_DROGR	
N_2068._tr|B4J0X5|B4J0X5_DROGR	GO:0004252	GO:0006508	GO:0005515	GO:0016020	GO:0008061	GO:0005576	GO:0005044	GO:0016020
N_2069._tr|B4JV24|B4JV24_DROGR	GO:0005515
N_2070._tr|B4JG64|B4JG64_DROGR	GO:0008194	GO:0016758
N_2071._tr|B4JSH7|B4JSH7_DROGR	GO:0003723
N_2072._tr|B4JL34|B4JL34_DROGR	GO:0003924	GO:0005525	GO:0005524	GO:0005524	GO:0016887
N_2073._tr|B4JD63|B4JD63_DROGR	
N_2074._tr|B4K2K3|B4K2K3_DROGR	GO:0046855
N_2075._tr|B4JAB6|B4JAB6_DROGR	GO:0005515
N_2076._tr|B4J7F7|B4J7F7_DROGR	
N_2077._tr|B4JW41|B4JW41_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_2078._tr|B4J005|B4J005_DROGR	
N_2079._tr|B4JNG1|B4JNG1_DROGR	
N_2080._tr|B4J4E0|B4J4E0_DROGR	
N_2081._tr|B4IXA6|B4IXA6_DROGR	GO:0008527	GO:0050912	GO:0016021	GO:0050909	GO:0016021
N_2082._tr|B4JLW0|B4JLW0_DROGR	
N_2083._tr|B4JQW1|B4JQW1_DROGR	GO:0003824
N_2084._tr|B4J639|B4J639_DROGR	
N_2085._tr|B4J7Z9|B4J7Z9_DROGR	GO:0003735	GO:0032543	GO:0005762
N_2086._tr|B4K2Y6|B4K2Y6_DROGR	GO:0005549
N_2087._tr|B4JQF8|B4JQF8_DROGR	
N_2088._tr|B4IY17|B4IY17_DROGR	
N_2089._tr|B4JXQ8|B4JXQ8_DROGR	GO:0003700	GO:0006355	GO:0003700	GO:0006355	GO:0005515	GO:0006355
N_2090._tr|B4J0I0|B4J0I0_DROGR	GO:0003735	GO:0006412	GO:0005840
N_2091._tr|B4JMS6|B4JMS6_DROGR	
N_2092._tr|B4JJD5|B4JJD5_DROGR	
N_2093._tr|B4J524|B4J524_DROGR	
N_2094._tr|B4JE58|B4JE58_DROGR	
N_2095._tr|B4JRY9|B4JRY9_DROGR	
N_2096._tr|B4JVP8|B4JVP8_DROGR	GO:0045892	GO:0005634
N_2097._tr|B4JQE1|B4JQE1_DROGR	
N_2098._tr|B4JK58|B4JK58_DROGR	
N_2099._tr|B4JUP9|B4JUP9_DROGR	
N_2100._tr|B4IY98|B4IY98_DROGR	GO:0016787
N_2101._tr|B4K0T2|B4K0T2_DROGR	
N_2102._tr|B4JFB6|B4JFB6_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_2103._tr|B4JU90|B4JU90_DROGR	
N_2104._tr|B4JPA5|B4JPA5_DROGR	
N_2105._tr|B4K1K1|B4K1K1_DROGR	
N_2106._tr|B4JN35|B4JN35_DROGR	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_2107._tr|B4JQK4|B4JQK4_DROGR	GO:0016491
N_2108._tr|B4K0T1|B4K0T1_DROGR	GO:0003700	GO:0008270	GO:0043565	GO:0006355
N_2109._tr|B4JS06|B4JS06_DROGR	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_2110._tr|B4JG47|B4JG47_DROGR	GO:0004930	GO:0007186	GO:0016021
N_2111._tr|B4JV45|B4JV45_DROGR	
N_2112._tr|B4IWL3|B4IWL3_DROGR	GO:0005515
N_2113._tr|B4J5C8|B4J5C8_DROGR	GO:0046872
N_2114._tr|B4JAT1|B4JAT1_DROGR	GO:0005515	GO:0070122	GO:0140492
N_2115._tr|B4J9W3|B4J9W3_DROGR	
N_2116._tr|B4J5Q4|B4J5Q4_DROGR	GO:0005524	GO:0030983	GO:0006298	GO:0005524	GO:0006298
N_2117._tr|B4JS83|B4JS83_DROGR	GO:0005515
N_2118._tr|B4JDM5|B4JDM5_DROGR	GO:0022857	GO:0006811	GO:0016020	GO:0055085	GO:0016020
N_2119._tr|B4J5V0|B4J5V0_DROGR	GO:0004252	GO:0006508
N_2120._tr|B4J553|B4J553_DROGR	GO:0005515
N_2121._tr|B4J2H6|B4J2H6_DROGR	
N_2122._tr|B4J1F2|B4J1F2_DROGR	GO:0003352
N_2123._tr|B4JGK5|B4JGK5_DROGR	GO:0016614	GO:0050660	GO:0016491	GO:0016614
N_2124._tr|B4J1A0|B4J1A0_DROGR	GO:0005515
N_2125._tr|B4JVC0|B4JVC0_DROGR	
N_2126._tr|B3LF22|B3LF22_DROGR	GO:0008137	GO:0042773
N_2127._tr|B4JTZ2|B4JTZ2_DROGR	
N_2128._tr|B4JMY9|B4JMY9_DROGR	GO:0003677	GO:0005524	GO:0032508	GO:0005524	GO:0005524	GO:0016887
N_2129._tr|B4J3H9|B4J3H9_DROGR	GO:0004386	GO:0003677	GO:0005524	GO:0016787	GO:0005524	GO:0005524
N_2130._tr|B4IZ34|B4IZ34_DROGR	
N_2131._tr|B4IWL2|B4IWL2_DROGR	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_2132._tr|B4JKL2|B4JKL2_DROGR	GO:0008270
N_2133._tr|B4JE26|B4JE26_DROGR	GO:0003723	GO:0005515	GO:0016070	GO:0016070
N_2134._tr|B4J398|B4J398_DROGR	
N_2135._tr|B4JX99|B4JX99_DROGR	GO:0022857	GO:0055085	GO:0016020
N_2136._tr|B4JC48|B4JC48_DROGR	GO:0004970	GO:0016020	GO:0015276	GO:0016020
N_2137._tr|B4JQN9|B4JQN9_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005216	GO:0006811	GO:0055085	GO:0016020	GO:0005515	GO:0005515
N_2138._tr|B4JJR7|B4JJR7_DROGR	GO:0003723
N_2139._tr|B4JB04|B4JB04_DROGR	GO:0008168
N_2140._tr|B4JJ81|B4JJ81_DROGR	GO:0005515	GO:0006396	GO:0006396	GO:0005634	GO:0005515
N_2141._tr|B4J4N1|B4J4N1_DROGR	
N_2142._tr|B4JMR9|B4JMR9_DROGR	
N_2143._sp|B4JUM0|EI3D2_DROGR	GO:0003743	GO:0005737	GO:0005852
N_2144._tr|B4JYL3|B4JYL3_DROGR	GO:0043565	GO:0006355
N_2145._tr|B4JYL8|B4JYL8_DROGR	GO:0008124	GO:0006729
N_2146._tr|B4JPB1|B4JPB1_DROGR	GO:0016491	GO:0016491	GO:0016491
N_2147._tr|B4JGA1|B4JGA1_DROGR	GO:0005524	GO:0005515
N_2148._tr|B4J7W5|B4J7W5_DROGR	GO:0003677
N_2149._tr|B4JPA6|B4JPA6_DROGR	GO:0003676	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_2150._tr|B4JHG1|B4JHG1_DROGR	
N_2151._tr|B4JJ79|B4JJ79_DROGR	GO:0016192
N_2152._tr|B4JLN5|B4JLN5_DROGR	GO:0008270
N_2153._tr|B4JRS2|B4JRS2_DROGR	
N_2154._tr|B4J2H2|B4J2H2_DROGR	
N_2155._tr|B4JNZ2|B4JNZ2_DROGR	
N_2156._sp|B4IXG1|EIF3E_DROGR	
N_2157._tr|B4JQX9|B4JQX9_DROGR	GO:0005515
N_2158._tr|B4JEX6|B4JEX6_DROGR	
N_2159._tr|B4J736|B4J736_DROGR	GO:0016787
N_2160._tr|B4JZ35|B4JZ35_DROGR	
N_2161._tr|B4IYY4|B4IYY4_DROGR	GO:0106245	GO:0006659
N_2162._tr|B4JV56|B4JV56_DROGR	
N_2163._tr|B4K009|B4K009_DROGR	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_2164._tr|B4J633|B4J633_DROGR	GO:0016780	GO:0008654	GO:0016020
N_2165._tr|B4JC52|B4JC52_DROGR	
N_2166._tr|B4J420|B4J420_DROGR	
N_2167._tr|B4JL11|B4JL11_DROGR	
N_2168._tr|B4JFT7|B4JFT7_DROGR	GO:0016491	GO:0016491	GO:0046872	GO:0051536	GO:0016491
N_2169._tr|B4JG49|B4JG49_DROGR	GO:0070573	GO:0006508
N_2170._tr|B4JBH9|B4JBH9_DROGR	
N_2171._tr|B4JIN9|B4JIN9_DROGR	
N_2172._tr|B4JUE0|B4JUE0_DROGR	GO:0005509	GO:0005509
N_2173._tr|B4IX16|B4IX16_DROGR	GO:0006886	GO:0016020
N_2174._tr|B4JDX9|B4JDX9_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_2175._tr|B4JHX7|B4JHX7_DROGR	
N_2176._tr|B4JDN4|B4JDN4_DROGR	GO:0017053
N_2177._tr|B4J6H1|B4J6H1_DROGR	GO:0051260
N_2178._tr|B4JX40|B4JX40_DROGR	
N_2179._tr|B4J0U0|B4J0U0_DROGR	
N_2180._tr|B4JIY9|B4JIY9_DROGR	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_2181._tr|B4J4A7|B4J4A7_DROGR	GO:0005507	GO:0016531	GO:0005758
N_2182._tr|B4JAR9|B4JAR9_DROGR	GO:0005201	GO:0005581
N_2183._tr|B4K3Z5|B4K3Z5_DROGR	GO:0006820	GO:0016021
N_2184._tr|B4JKC2|B4JKC2_DROGR	GO:0031419	GO:0015889	GO:0003824
N_2185._tr|B4JI39|B4JI39_DROGR	GO:0006886	GO:0016192
N_2186._tr|B4J061|B4J061_DROGR	GO:0005515
N_2187._sp|B4JW83|EIF3M_DROGR	
N_2188._tr|B4JPW2|B4JPW2_DROGR	GO:0005507	GO:0016491	GO:0005515	GO:0005507
N_2189._tr|B4JF78|B4JF78_DROGR	GO:0016787
N_2190._tr|B4JCY6|B4JCY6_DROGR	
N_2191._tr|B4JU42|B4JU42_DROGR	
N_2192._tr|B4JVN7|B4JVN7_DROGR	GO:0043531
N_2193._tr|B4JVM7|B4JVM7_DROGR	GO:0016787
N_2194._tr|B4JPX3|B4JPX3_DROGR	GO:0016021
N_2195._tr|B4J2I1|B4J2I1_DROGR	GO:0005524	GO:0005524	GO:0140359	GO:0055085	GO:0016021
N_2196._tr|B4JPV9|B4JPV9_DROGR	GO:0042147
N_2197._tr|B4JMW5|B4JMW5_DROGR	GO:0005515
N_2198._tr|B4J3Q2|B4J3Q2_DROGR	
N_2199._tr|B4K152|B4K152_DROGR	GO:0030695
N_2200._tr|B4J3G1|B4J3G1_DROGR	
N_2201._tr|B4K484|B4K484_DROGR	GO:0005102	GO:0007275	GO:0016055	GO:0005576
N_2202._tr|B4IX47|B4IX47_DROGR	GO:0004252	GO:0006508
N_2203._tr|B4JTW9|B4JTW9_DROGR	GO:0008251	GO:0002100
N_2204._tr|B4IZ74|B4IZ74_DROGR	GO:0006464
N_2205._tr|B4JVP9|B4JVP9_DROGR	GO:0003677
N_2206._tr|B4JQB3|B4JQB3_DROGR	GO:0022857	GO:0055085
N_2207._tr|B4JHH0|B4JHH0_DROGR	GO:0016298
N_2208._tr|B4IWV6|B4IWV6_DROGR	GO:0008061	GO:0005576
N_2209._tr|B4JJ00|B4JJ00_DROGR	GO:0005515	GO:0005515	GO:0005515
N_2210._tr|B4JFN9|B4JFN9_DROGR	
N_2211._tr|Q7JNC5|Q7JNC5_DROGR	GO:0016298
N_2212._tr|B4J5R2|B4J5R2_DROGR	
N_2213._tr|B4J3P1|B4J3P1_DROGR	GO:0042393	GO:0005524	GO:0140658	GO:0005515	GO:0005515
N_2214._tr|B4JB82|B4JB82_DROGR	
N_2215._tr|B4JEE5|B4JEE5_DROGR	GO:0000166	GO:0004813	GO:0005524	GO:0006419	GO:0004812	GO:0005524	GO:0043039	GO:0003676
N_2216._tr|B4J9F8|B4J9F8_DROGR	
N_2217._tr|B4J9E5|B4J9E5_DROGR	GO:0051603	GO:0005839
N_2218._tr|B4J6P5|B4J6P5_DROGR	
N_2219._tr|B4JYI4|B4JYI4_DROGR	GO:0003924	GO:0005525	GO:0005524	GO:0140664	GO:0005524	GO:0140359	GO:0055085	GO:0016021	GO:0005525	GO:0005524	GO:0016887
N_2220._tr|B4JJR5|B4JJR5_DROGR	GO:0004930	GO:0007186	GO:0016021
N_2221._tr|B4K0H4|B4K0H4_DROGR	
N_2222._tr|B4JHE1|B4JHE1_DROGR	
N_2223._tr|B4JBT1|B4JBT1_DROGR	
N_2224._tr|B4JIH6|B4JIH6_DROGR	GO:0004609	GO:0008654
N_2225._tr|B4J3H4|B4J3H4_DROGR	GO:0007275	GO:0009966	GO:0016020
N_2226._tr|B4JS54|B4JS54_DROGR	
N_2227._tr|B4JHM4|B4JHM4_DROGR	GO:0003677	GO:0005524	GO:0032508	GO:0005524	GO:0005524	GO:0016887
N_2228._tr|B4IXS3|B4IXS3_DROGR	
N_2229._tr|B4JLB0|B4JLB0_DROGR	
N_2230._tr|B4JR00|B4JR00_DROGR	GO:0016298
N_2231._tr|B4JXG6|B4JXG6_DROGR	GO:0046872
N_2232._tr|B4J8M8|B4J8M8_DROGR	
N_2233._tr|B4J1V4|B4J1V4_DROGR	
N_2234._tr|B4JPT0|B4JPT0_DROGR	GO:0003824
N_2235._tr|B4JI86|B4JI86_DROGR	GO:0016817
N_2236._tr|B4JYZ2|B4JYZ2_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_2237._tr|B4JU40|B4JU40_DROGR	
N_2238._tr|B4JCK4|B4JCK4_DROGR	GO:0005515
N_2239._tr|B4J234|B4J234_DROGR	GO:0003677
N_2240._tr|B4JQL3|B4JQL3_DROGR	
N_2241._tr|B4JXL8|B4JXL8_DROGR	GO:0008270	GO:0005634
N_2242._tr|B4IXY2|B4IXY2_DROGR	GO:0016491	GO:0016616
N_2243._tr|B4JGA4|B4JGA4_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2244._tr|B4JPD1|B4JPD1_DROGR	
N_2245._tr|B4JWF6|B4JWF6_DROGR	GO:0005515	GO:0005515
N_2246._tr|B4JID0|B4JID0_DROGR	GO:0015098	GO:0015689	GO:0015116	GO:0008272	GO:0016021
N_2247._tr|B4JN82|B4JN82_DROGR	
N_2248._tr|B4JMT1|B4JMT1_DROGR	
N_2249._tr|B4J5U8|B4J5U8_DROGR	GO:0046983	GO:0003677	GO:0006355
N_2250._tr|B4JVS2|B4JVS2_DROGR	GO:0004222	GO:0006508
N_2251._tr|B4JK97|B4JK97_DROGR	GO:0043666
N_2252._tr|B4J4I1|B4J4I1_DROGR	GO:0005262	GO:0098703
N_2253._tr|B4JWF0|B4JWF0_DROGR	
N_2254._tr|B4J0X1|B4J0X1_DROGR	
N_2255._tr|B4J9N0|B4J9N0_DROGR	
N_2256._tr|B4K1Z2|B4K1Z2_DROGR	
N_2257._tr|B4J9Z2|B4J9Z2_DROGR	GO:0006886	GO:0006888	GO:0030127	GO:0006886	GO:0006888	GO:0030127	GO:0008270	GO:0006886	GO:0006888	GO:0030127
N_2258._tr|B4JHV2|B4JHV2_DROGR	GO:0003676	GO:0003723	GO:0006396
N_2259._tr|B4J7K7|B4J7K7_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2260._tr|B4JR07|B4JR07_DROGR	GO:0003723	GO:0003723
N_2261._tr|B4JAN7|B4JAN7_DROGR	GO:0005515
N_2262._tr|B4IZQ1|B4IZQ1_DROGR	GO:0004843	GO:0016579	GO:0008270
N_2263._tr|B4J492|B4J492_DROGR	
N_2264._tr|B4JVI6|B4JVI6_DROGR	
N_2265._tr|B4JJU8|B4JJU8_DROGR	GO:0006355
N_2266._tr|B4IXH2|B4IXH2_DROGR	
N_2267._tr|B4JCF9|B4JCF9_DROGR	
N_2268._tr|B4J9I7|B4J9I7_DROGR	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_2269._tr|B4JXL3|B4JXL3_DROGR	GO:0008270	GO:0005634
N_2270._tr|B4JKX7|B4JKX7_DROGR	GO:0005515
N_2271._tr|B4JSM2|B4JSM2_DROGR	GO:0005515
N_2272._tr|B4JNN9|B4JNN9_DROGR	GO:0006355
N_2273._tr|B4JFZ0|B4JFZ0_DROGR	
N_2274._tr|B4K0S7|B4K0S7_DROGR	GO:0005515	GO:0005515
N_2275._tr|B4JG52|B4JG52_DROGR	GO:0005272	GO:0006814	GO:0016020
N_2276._tr|B4JI32|B4JI32_DROGR	GO:0008270	GO:0005634
N_2277._tr|B4JGL1|B4JGL1_DROGR	GO:0003677
N_2278._tr|B4IY16|B4IY16_DROGR	GO:0004386	GO:0005524	GO:0003677	GO:0005524	GO:0016787	GO:0046872
N_2279._tr|B4IY39|B4IY39_DROGR	GO:0005515	GO:0008061	GO:0005576
N_2280._tr|B4JME4|B4JME4_DROGR	GO:0016747
N_2281._tr|B4JMK2|B4JMK2_DROGR	
N_2282._tr|B4J1J1|B4J1J1_DROGR	GO:0003824	GO:0009058	GO:0004140	GO:0005524	GO:0015937
N_2283._tr|B4J5G3|B4J5G3_DROGR	
N_2284._tr|B4JTW6|B4JTW6_DROGR	
N_2285._tr|B4JX19|B4JX19_DROGR	
N_2286._tr|B4JV27|B4JV27_DROGR	GO:0006886
N_2287._tr|B4JBZ6|B4JBZ6_DROGR	GO:0003677
N_2288._tr|B4JKC1|B4JKC1_DROGR	GO:0006886	GO:0016192	GO:0030117
N_2289._tr|B4J617|B4J617_DROGR	GO:0005515
N_2290._tr|B4IWN4|B4IWN4_DROGR	GO:0004930	GO:0007186	GO:0016021
N_2291._tr|B4JDZ3|B4JDZ3_DROGR	
N_2292._tr|B4J9E2|B4J9E2_DROGR	GO:0005515
N_2293._tr|B4K474|B4K474_DROGR	GO:0005975
N_2294._tr|B4JL67|B4JL67_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_2295._tr|B4K107|B4K107_DROGR	GO:0009058
N_2296._tr|B4JE59|B4JE59_DROGR	
N_2297._tr|B4J3T2|B4J3T2_DROGR	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_2298._tr|B4J4T7|B4J4T7_DROGR	GO:0005525
N_2299._tr|B4J3E8|B4J3E8_DROGR	GO:0046872	GO:0046872
N_2300._tr|B4JH63|B4JH63_DROGR	
N_2301._tr|B4K272|B4K272_DROGR	GO:0050909	GO:0016021
N_2302._tr|B4J708|B4J708_DROGR	
N_2303._tr|B4JG40|B4JG40_DROGR	GO:0005515	GO:0005515
N_2304._tr|B4J0F3|B4J0F3_DROGR	GO:0004674	GO:0005515	GO:0031267	GO:0006886
N_2305._tr|B4JHZ5|B4JHZ5_DROGR	GO:0008270	GO:0005634
N_2306._tr|B4J3I7|B4J3I7_DROGR	GO:0003700	GO:0043565	GO:0006355
N_2307._tr|B4JKB8|B4JKB8_DROGR	GO:0005515	GO:0005515
N_2308._tr|B4J315|B4J315_DROGR	GO:0045454	GO:0016491
N_2309._tr|B4J7T4|B4J7T4_DROGR	
N_2310._tr|B4JF75|B4JF75_DROGR	
N_2311._tr|B4JVS3|B4JVS3_DROGR	GO:0005634
N_2312._tr|B4JYN7|B4JYN7_DROGR	GO:0046983
N_2313._tr|B4J8B7|B4J8B7_DROGR	
N_2314._tr|B4IWT6|B4IWT6_DROGR	
N_2315._tr|B4J3C9|B4J3C9_DROGR	GO:0005515	GO:0004222	GO:0006508
N_2316._tr|B4K0G7|B4K0G7_DROGR	
N_2317._tr|B4J7U9|B4J7U9_DROGR	GO:0016020
N_2318._tr|B4JZF9|B4JZF9_DROGR	
N_2319._tr|B4J410|B4J410_DROGR	
N_2320._tr|B4JV55|B4JV55_DROGR	GO:0006914	GO:1990316
N_2321._tr|B4JP58|B4JP58_DROGR	
N_2322._tr|B4JGP3|B4JGP3_DROGR	
N_2323._tr|B4JJ10|B4JJ10_DROGR	
N_2324._tr|B4JI66|B4JI66_DROGR	
N_2325._tr|B4J3L0|B4J3L0_DROGR	GO:0003735	GO:0006412	GO:0003735	GO:0006412	GO:0005840
N_2326._tr|B4JTQ8|B4JTQ8_DROGR	
N_2327._tr|B4K006|B4K006_DROGR	GO:0004671	GO:0006481	GO:0016021
N_2328._tr|B4J8Z3|B4J8Z3_DROGR	GO:0046872	GO:0006801
N_2329._tr|B4JBB5|B4JBB5_DROGR	GO:0016746
N_2330._tr|B4JA54|B4JA54_DROGR	GO:0008963	GO:0016021
N_2331._tr|B4IYU9|B4IYU9_DROGR	
N_2332._tr|B4JSG8|B4JSG8_DROGR	
N_2333._tr|B4JHH3|B4JHH3_DROGR	GO:0016298
N_2334._tr|B4JD71|B4JD71_DROGR	
N_2335._tr|B4J1D5|B4J1D5_DROGR	
N_2336._tr|B4J3E3|B4J3E3_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0004674	GO:0005524
N_2337._tr|B4JG07|B4JG07_DROGR	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_2338._tr|B4K0L9|B4K0L9_DROGR	GO:0005515
N_2339._tr|B4J391|B4J391_DROGR	
N_2340._tr|B4J5F7|B4J5F7_DROGR	
N_2341._sp|B4J672|KAD2_DROGR	GO:0004017
N_2342._tr|B4J1X5|B4J1X5_DROGR	
N_2343._tr|B4JFE4|B4JFE4_DROGR	GO:0003677
N_2344._tr|B4JAF6|B4JAF6_DROGR	
N_2345._tr|B4J5L3|B4J5L3_DROGR	GO:0004252	GO:0006508
